202499910.4677139	454210535.94776875	
202499710.38819608	454210278.1874878	
202499710.38819608	454210278.1874878	
202499552.61944258	454209992.2633757	
202499552.61944258	454209992.2633757	
202499399.15350863	454209506.1311594	
202499399.15350863	454209506.1311594	
202499366.16550875	454208997.9576839	
202499366.16550875	454208997.9576839	
202499455.80681664	454208496.51903766	
202499455.80681664	454208496.51903766	
202499566.962055	454208209.9826684	
202499566.962055	454208209.9826684	
202499718.27663472	454207942.42627233	
202499718.27663472	454207942.42627233	
202500011.58319175	454207592.21515423	
202500011.58319175	454207592.21515423	
202500373.01736432	454207313.0258712	
202500373.01736432	454207313.0258712	
202500786.08522752	454207117.7158247	
202500786.08522752	454207117.7158247	
202501487.44061697	454207001.3869568	
202501487.44061697	454207001.3869568	
202502188.07960302	454207124.4506539	
202502188.07960302	454207124.4506539	
202502610.47131935	454207330.16907287	
202502610.47131935	454207330.16907287	
202502976.92682588	454207624.0525286	
202502976.92682588	454207624.0525286	
202503269.51766697	454207992.0191054	
202503269.51766697	454207992.0191054	
202503531.27183592	454208609.17436236	
202503531.27183592	454208609.17436236	
202503592.94543567	454209109.3884942	
202503592.94543567	454209109.3884942	
202503534.14037526	454209610.2148834	
202503534.14037526	454209610.2148834	
202503444.4985248	454209894.3022238	
202503444.4985248	454209894.3022238	
202503315.414281	454210163.08313435	
202503315.414281	454210163.08313435	
202503073.73995772	454210504.72265154	
202503073.73995772	454210504.72265154	
202502768.95792288	454210791.2590209	
202502768.95792288	454210791.2590209	
202502413.97666788	454211012.8961271	
202502413.97666788	454211012.8961271	
202501998.03927377	454211166.5726841	
202501998.03927377	454211166.5726841	
202501559.15388814	454211229.6351756	
202501559.15388814	454211229.6351756	
202501116.68312687	454211200.24683005	
202501116.68312687	454211200.24683005	
202500690.70668808	454211079.0199046	
202500690.70668808	454211079.0199046	
202500269.7504381	454210851.8724836	
202500269.7504381	454210851.8724836	
202499910.4677139	454210535.94776875	
202503531.27183592	454208609.17436236	
202522669.00422224	454208211.20718277	
202522669.00422224	454208211.20718277	
202527622.41353977	454208096.7150865	
202527622.41353977	454208096.7150865	
202534471.33106765	454207985.8965335	
202534471.33106765	454207985.8965335	
202539046.87707275	454207853.64897835	
202502413.97666788	454211012.8961271	
202502162.2628005	454211305.55506843	
202502162.2628005	454211305.55506843	
202502028.87600282	454211576.1727505	
202502028.87600282	454211576.1727505	
202501922.02315715	454212167.6132051	
202501922.02315715	454212167.6132051	
202501828.7958559	454213476.61909723	
202501828.7958559	454213476.61909723	
202501836.68431932	454215716.2559325	
202501836.68431932	454215716.2559325	
202501847.44131505	454217635.6822526	
202501847.44131505	454217635.6822526	
202501870.38957334	454240093.2763252	
202501870.38957334	454240093.2763252	
202501855.32977876	454243295.38147795	
202501855.32977876	454243295.38147795	
202501810.1503972	454252988.02520096	
202501810.1503972	454252988.02520096	
202501803.6962001	454254368.0529283	
202501803.6962001	454254368.0529283	
202501813.73606226	454256049.3111978	
202501813.73606226	454256049.3111978	
202501833.09865415	454259172.4351718	
202501833.09865415	454259172.4351718	
202501873.97523874	454265742.5671781	
202501873.97523874	454265742.5671781	
202501892.62069917	454268865.69115204	
202501083.6950428	454268881.6098392	
202501080.10938162	454265032.3488269	
202501080.10938162	454265032.3488269	
202501069.35239816	454256048.69894063	
202501069.35239816	454256048.69894063	
202501060.0296792	454248249.15447795	
202501060.0296792	454248249.15447795	
202501085.84643954	454243322.3207947	
202501085.84643954	454243322.3207947	
202501220.66731527	454217696.9079725	
202501220.66731527	454217696.9079725	
202501187.6792262	454214540.7221098	
202501187.6792262	454214540.7221098	
202501205.6075353	454212217.2060382	
202501205.6075353	454212217.2060382	
202501177.6393733	454211922.71032536	
202501177.6393733	454211922.71032536	
202501056.44401813	454211609.2346392	
202501056.44401813	454211609.2346392	
202500690.70668808	454211079.0199046	
202501836.68431932	454215716.2559325	
202506315.1950705	454215587.6819207	
202506315.1950705	454215587.6819207	
202507555.8446277	454215562.57937545	
202507555.8446277	454215562.57937545	
202511837.89599666	454215476.2511105	
202511837.89599666	454215476.2511105	
202521495.0221494	454215245.4301463	
202521495.0221494	454215245.4301463	
202523313.00991794	454215202.5721423	
202518633.58388352	454239571.02093405	
202511663.63010237	454239744.9019788	
202511663.63010237	454239744.9019788	
202511231.90985057	454239760.20840865	
202511231.90985057	454239760.20840865	
202507484.84785724	454239893.6804783	
202507484.84785724	454239893.6804783	
202501870.38957334	454240093.2763252	
202507555.8446277	454215562.57937545	
202507520.7048111	454227597.71914345	
202507520.7048111	454227597.71914345	
202507484.84785724	454239893.6804783	
202511751.12161568	454227622.82168865	
202507520.7048111	454227597.71914345	
202506237.7441913	454210065.7342397	
202506283.6410075	454213360.29022944	
202506283.6410075	454213360.29022944	
202506315.1950705	454215587.6819207	
202506283.6410075	454213360.29022944	
202501828.7958559	454213476.61909723	
202501847.44131505	454217635.6822526	
202501220.66731527	454217696.9079725	
202511276.37272084	454243123.94946206	
202508375.53515494	454243176.6035812	
202508375.53515494	454243176.6035812	
202505230.88357124	454243233.5435007	
202505230.88357124	454243233.5435007	
202501855.32977876	454243295.38147795	
202505230.88357124	454243233.5435007	
202505119.0102619	454252870.4718187	
202499718.27663472	454207942.42627233	
202493206.7605253	454208106.5112017	
202493206.7605253	454208106.5112017	
202484929.05066368	454208336.10765153	
202484929.05066368	454208336.10765153	
202484695.98831293	454208342.8424806	
202484695.98831293	454208342.8424806	
202477724.9513915	454208551.62218565	
202477724.9513915	454208551.62218565	
202473989.54939237	454208663.66525304	
202473989.54939237	454208663.66525304	
202473271.7292647	454208685.09425515	
202473271.7292647	454208685.09425515	
202470950.47200853	454208754.2793187	
202470950.47200853	454208754.2793187	
202468321.58790502	454208833.2604973	
202468321.58790502	454208833.2604973	
202462434.24417847	454208999.18219835	
202462434.24417847	454208999.18219835	
202460009.0464108	454209067.14274746	
202460009.0464108	454209067.14274746	
202459368.6866591	454209085.5104635	
202459368.6866591	454209085.5104635	
202455472.0425644	454209201.8393313	
202455472.0425644	454209201.8393313	
202448200.13599437	454209508.5801882	
202499910.4677139	454210535.94776875	
202493229.70848918	454210630.8476346	
202493229.70848918	454210630.8476346	
202484964.18930203	454210804.7286793	
202484964.18930203	454210804.7286793	
202477889.16900197	454210952.89492154	
202477889.16900197	454210952.89492154	
202474622.03489387	454211021.4677279	
202474622.03489387	454211021.4677279	
202474027.55587396	454211032.4883574	
202474027.55587396	454211032.4883574	
202473326.94617042	454211045.3457586	
202473326.94617042	454211045.3457586	
202470864.41999343	454211090.6527914	
202470864.41999343	454211090.6527914	
202462396.9554418	454211243.104834	
202462396.9554418	454211243.104834	
202460105.13628045	454211287.7996096	
202460105.13628045	454211287.7996096	
202459443.98088723	454211300.04475355	
202459443.98088723	454211300.04475355	
202455573.15137374	454211438.41488063	
202455573.15137374	454211438.41488063	
202448377.2537804	454211544.94763327	
202449055.60816053	454209978.7937173	
202458304.5291343	454209781.034642	
202458304.5291343	454209781.034642	
202459329.2468287	454209749.8095248	
202459329.2468287	454209749.8095248	
202459988.25084382	454209730.2172944	
202459988.25084382	454209730.2172944	
202471571.48104396	454209380.61843354	
202471571.48104396	454209380.61843354	
202473366.3868202	454209351.230088	
202473366.3868202	454209351.230088	
202474063.41104734	454209340.20945835	
202474063.41104734	454209340.20945835	
202484955.58392107	454209162.6548706	
202484955.58392107	454209162.6548706	
202485638.9949365	454209151.634241	
202485638.9949365	454209151.634241	
202498547.9202016	454208841.8320982	
202498547.9202016	454208841.8320982	
202499024.09438738	454208702.2374566	
202499024.09438738	454208702.2374566	
202499455.80681664	454208496.51903766	
202499552.61944258	454209992.2633757	
202499146.72363737	454209835.5255327	
202499146.72363737	454209835.5255327	
202498662.6609385	454209762.0546688	
202498662.6609385	454209762.0546688	
202485811.10275167	454210038.1826657	
202485811.10275167	454210038.1826657	
202484943.39296484	454210060.2239249	
202484943.39296484	454210060.2239249	
202474101.4175331	454210334.5151501	
202474101.4175331	454210334.5151501	
202473384.31438902	454210352.2706089	
202473384.31438902	454210352.2706089	
202471960.86690894	454210388.3937837	
202471960.86690894	454210388.3937837	
202460026.97362426	454210660.84823745	
202460026.97362426	454210660.84823745	
202459369.4037469	454210676.1546674	
202459369.4037469	454210676.1546674	
202458179.03897083	454210703.09398425	
202458179.03897083	454210703.09398425	
202448976.72970912	454211030.0393287	
202484943.39296484	454210060.2239249	
202484964.18930203	454210804.7286793	
202484964.18930203	454210804.7286793	
202485076.77638	454214919.7093162	
202485076.77638	454214919.7093162	
202485165.69867152	454218169.5705304	
202485165.69867152	454218169.5705304	
202485256.0552055	454221474.5348925	
202485256.0552055	454221474.5348925	
202485578.75721157	454233245.7918075	
202485578.75721157	454233245.7918075	
202485866.32068494	454243749.67631984	
202485866.32068494	454243749.67631984	
202486308.7814311	454259915.7154117	
202486308.7814311	454259915.7154117	
202486459.37591672	454265396.6418605	
202486459.37591672	454265396.6418605	
202486564.0749598	454269161.4113794	
202501187.6792262	454214540.7221098	
202493359.50792468	454214697.45995283	
202493359.50792468	454214697.45995283	
202485076.77638	454214919.7093162	
202485076.77638	454214919.7093162	
202477922.873058	454215152.9793092	
202501220.66731527	454217696.9079725	
202497267.12805253	454217827.318756	
202497267.12805253	454217827.318756	
202493458.47104692	454217935.076023	
202493458.47104692	454217935.076023	
202489287.69003108	454218053.24166256	
202489287.69003108	454218053.24166256	
202485165.69867152	454218169.5705304	
202485165.69867152	454218169.5705304	
202477950.12314704	454218489.78104573	
202493229.70848918	454210630.8476346	
202493359.50792468	454214697.45995283	
202493359.50792468	454214697.45995283	
202493458.47104692	454217935.076023	
202501855.32977876	454243295.38147795	
202501085.84643954	454243322.3207947	
202501085.84643954	454243322.3207947	
202497193.980982	454243445.38449174	
202497193.980982	454243445.38449174	
202489849.91210118	454243638.2455095	
202489849.91210118	454243638.2455095	
202485866.32068494	454243749.67631984	
202485866.32068494	454243749.67631984	
202481914.30574098	454243827.4329841	
202481914.30574098	454243827.4329841	
202478603.4085071	454243891.7199901	
202478603.4085071	454243891.7199901	
202475142.65265685	454243958.45602477	
202475142.65265685	454243958.45602477	
202471714.1841249	454244025.1920596	
202471714.1841249	454244025.1920596	
202468235.53622556	454244104.78549546	
202497302.26733434	454265126.6364356	
202497317.3270271	454261846.1623614	
202497317.3270271	454261846.1623614	
202497333.10384846	454258299.35640544	
202497333.10384846	454258299.35640544	
202497209.7578005	454250252.46003425	
202497209.7578005	454250252.46003425	
202497188.9610853	454246837.28937614	
202497188.9610853	454246837.28937614	
202497193.980982	454243445.38449174	
202489287.69003108	454218053.24166256	
202489365.8560816	454221585.9657028	
202489365.8560816	454221585.9657028	
202489435.41670296	454224766.6418536	
202489435.41670296	454224766.6418536	
202489512.86565083	454228281.6104351	
202489512.86565083	454228281.6104351	
202489623.30212873	454233307.6297847	
202489623.30212873	454233307.6297847	
202489698.59973767	454236758.3113603	
202489698.59973767	454236758.3113603	
202489774.6144753	454240206.54390705	
202489774.6144753	454240206.54390705	
202489849.91210118	454243638.2455095	
202489849.91210118	454243638.2455095	
202489957.48015276	454247037.4974804	
202489957.48015276	454247037.4974804	
202490067.19958308	454250491.240342	
202490067.19958308	454250491.240342	
202490324.6458982	454258598.750176	
202490324.6458982	454258598.750176	
202490433.64826742	454262046.98272276	
202490433.64826742	454262046.98272276	
202490536.91368607	454265295.61942255	
202497181.07267627	454239972.66165686	
202489774.6144753	454240206.54390705	
202497207.6064161	454233108.0339376	
202489623.30212873	454233307.6297847	
202497193.980982	454236589.32837325	
202489698.59973767	454236758.3113603	
202497254.2197454	454221251.67327195	
202489365.8560816	454221585.9657028	
202497241.31143853	454224503.3712578	
202489435.41670296	454224766.6418536	
202497227.6860037	454227918.5419158	
202489512.86565083	454228281.6104351	
202448687.7478252	454222464.55478394	
202452729.9200729	454222384.3490908	
202452729.9200729	454222384.3490908	
202455826.28200552	454222318.2253133	
202455826.28200552	454222318.2253133	
202459389.482207	454222252.1015358	
202459389.482207	454222252.1015358	
202461163.55993074	454222217.2028754	
202461163.55993074	454222217.2028754	
202462740.4421517	454222162.0997275	
202462740.4421517	454222162.0997275	
202464417.72110614	454222103.93529356	
202464417.72110614	454222103.93529356	
202466617.76669705	454222027.40314364	
202466617.76669705	454222027.40314364	
202467356.37553006	454222001.6883412	
202467356.37553006	454222001.6883412	
202469522.0099794	454221926.3807058	
202469522.0099794	454221926.3807058	
202471255.23965073	454221865.7672429	
202471255.23965073	454221865.7672429	
202474630.6401429	454221748.21386063	
202474630.6401429	454221748.21386063	
202475945.8103254	454221702.29457074	
202475945.8103254	454221702.29457074	
202477975.22191426	454221652.7017376	
202477975.22191426	454221652.7017376	
202481398.70252484	454221568.8225013	
202481398.70252484	454221568.8225013	
202485256.0552055	454221474.5348925	
202504947.614651	454177636.91941816	
202505862.68126306	454185046.45604485	
202505862.68126306	454185046.45604485	
202506133.7592285	454187655.8962286	
202506133.7592285	454187655.8962286	
202506177.5046246	454188077.12918174	
202506177.5046246	454188077.12918174	
202506242.04701763	454190378.6039941	
202506242.04701763	454190378.6039941	
202506291.52952316	454192137.00667065	
202506291.52952316	454192137.00667065	
202506349.6176864	454197396.29601324	
202506349.6176864	454197396.29601324	
202506387.6259935	454200842.0795312	
202506387.6259935	454200842.0795312	
202506424.2000268	454204136.635521	
202501762.81961975	454187644.87559897	
202501866.80390793	454200767.38415295	
202501866.80390793	454200767.38415295	
202501894.05496544	454204158.06452304	
202500786.08522752	454207117.7158247	
202501034.2129199	454206633.42038006	
202501034.2129199	454206633.42038006	
202501177.6393733	454206284.4337764	
202501177.6393733	454206284.4337764	
202501211.34459427	454205866.26210916	
202501211.34459427	454205866.26210916	
