105	190	190	190	
190	190	190	145	
190	145	150	145	
150	145	105	145	
105	145	105	190	
105	145	105	105	
105	105	150	105	
150	105	150	145	
150	105	190	105	
190	105	190	145	
105	190	65	190	
65	190	30	185	
30	185	10	145	
10	145	30	110	
30	110	65	105	
65	105	105	105	
65	105	65	50	
65	50	125	50	
125	50	190	50	
190	50	190	105	
65	50	65	5	
65	5	125	5	
125	5	125	50	
125	5	190	5	
190	5	190	50	
30	110	0	110	
0	110	0	50	
0	50	65	50	
0	50	0	5	
0	5	65	5	
